Genome	10p_S10_1.fastq Relative Abundance (%)	10p_S10_1.fastq Variance	10p_S10_1.fastq RPKM	10p_S10_1.fastq TPM	10_S36_1.fastq Relative Abundance (%)	10_S36_1.fastq Variance	10_S36_1.fastq RPKM	10_S36_1.fastq TPM	11p_S11_1.fastq Relative Abundance (%)	11p_S11_1.fastq Variance	11p_S11_1.fastq RPKM	11p_S11_1.fastq TPM	11_S37_1.fastq Relative Abundance (%)	11_S37_1.fastq Variance	11_S37_1.fastq RPKM	11_S37_1.fastq TPM	12p_S12_1.fastq Relative Abundance (%)	12p_S12_1.fastq Variance	12p_S12_1.fastq RPKM	12p_S12_1.fastq TPM	12_S38_1.fastq Relative Abundance (%)	12_S38_1.fastq Variance	12_S38_1.fastq RPKM	12_S38_1.fastq TPM	13p_S13_1.fastq Relative Abundance (%)	13p_S13_1.fastq Variance	13p_S13_1.fastq RPKM	13p_S13_1.fastq TPM	13_S39_1.fastq Relative Abundance (%)	13_S39_1.fastq Variance	13_S39_1.fastq RPKM	13_S39_1.fastq TPM	14p_S14_1.fastq Relative Abundance (%)	14p_S14_1.fastq Variance	14p_S14_1.fastq RPKM	14p_S14_1.fastq TPM	14_S40_1.fastq Relative Abundance (%)	14_S40_1.fastq Variance	14_S40_1.fastq RPKM	14_S40_1.fastq TPM	15p_S15_1.fastq Relative Abundance (%)	15p_S15_1.fastq Variance	15p_S15_1.fastq RPKM	15p_S15_1.fastq TPM	15_S41_1.fastq Relative Abundance (%)	15_S41_1.fastq Variance	15_S41_1.fastq RPKM	15_S41_1.fastq TPM	16p_S16_1.fastq Relative Abundance (%)	16p_S16_1.fastq Variance	16p_S16_1.fastq RPKM	16p_S16_1.fastq TPM	16_S42_1.fastq Relative Abundance (%)	16_S42_1.fastq Variance	16_S42_1.fastq RPKM	16_S42_1.fastq TPM	17p_S17_1.fastq Relative Abundance (%)	17p_S17_1.fastq Variance	17p_S17_1.fastq RPKM	17p_S17_1.fastq TPM	17_S43_1.fastq Relative Abundance (%)	17_S43_1.fastq Variance	17_S43_1.fastq RPKM	17_S43_1.fastq TPM	18p_S18_1.fastq Relative Abundance (%)	18p_S18_1.fastq Variance	18p_S18_1.fastq RPKM	18p_S18_1.fastq TPM	18_S44_1.fastq Relative Abundance (%)	18_S44_1.fastq Variance	18_S44_1.fastq RPKM	18_S44_1.fastq TPM	19p_S19_1.fastq Relative Abundance (%)	19p_S19_1.fastq Variance	19p_S19_1.fastq RPKM	19p_S19_1.fastq TPM	19_S45_1.fastq Relative Abundance (%)	19_S45_1.fastq Variance	19_S45_1.fastq RPKM	19_S45_1.fastq TPM	1p_S1_1.fastq Relative Abundance (%)	1p_S1_1.fastq Variance	1p_S1_1.fastq RPKM	1p_S1_1.fastq TPM	20_S46_1.fastq Relative Abundance (%)	20_S46_1.fastq Variance	20_S46_1.fastq RPKM	20_S46_1.fastq TPM	21p_S21_1.fastq Relative Abundance (%)	21p_S21_1.fastq Variance	21p_S21_1.fastq RPKM	21p_S21_1.fastq TPM	21_S47_1.fastq Relative Abundance (%)	21_S47_1.fastq Variance	21_S47_1.fastq RPKM	21_S47_1.fastq TPM	22p_S22_1.fastq Relative Abundance (%)	22p_S22_1.fastq Variance	22p_S22_1.fastq RPKM	22p_S22_1.fastq TPM	22_S48_1.fastq Relative Abundance (%)	22_S48_1.fastq Variance	22_S48_1.fastq RPKM	22_S48_1.fastq TPM	23p_S23_1.fastq Relative Abundance (%)	23p_S23_1.fastq Variance	23p_S23_1.fastq RPKM	23p_S23_1.fastq TPM	23_S49_1.fastq Relative Abundance (%)	23_S49_1.fastq Variance	23_S49_1.fastq RPKM	23_S49_1.fastq TPM	24p_S24_1.fastq Relative Abundance (%)	24p_S24_1.fastq Variance	24p_S24_1.fastq RPKM	24p_S24_1.fastq TPM	24_S50_1.fastq Relative Abundance (%)	24_S50_1.fastq Variance	24_S50_1.fastq RPKM	24_S50_1.fastq TPM	2p_S2_1.fastq Relative Abundance (%)	2p_S2_1.fastq Variance	2p_S2_1.fastq RPKM	2p_S2_1.fastq TPM	2_S28_1.fastq Relative Abundance (%)	2_S28_1.fastq Variance	2_S28_1.fastq RPKM	2_S28_1.fastq TPM	3p_S3_1.fastq Relative Abundance (%)	3p_S3_1.fastq Variance	3p_S3_1.fastq RPKM	3p_S3_1.fastq TPM	3_S29_1.fastq Relative Abundance (%)	3_S29_1.fastq Variance	3_S29_1.fastq RPKM	3_S29_1.fastq TPM	4p_S4_1.fastq Relative Abundance (%)	4p_S4_1.fastq Variance	4p_S4_1.fastq RPKM	4p_S4_1.fastq TPM	4_S30_1.fastq Relative Abundance (%)	4_S30_1.fastq Variance	4_S30_1.fastq RPKM	4_S30_1.fastq TPM	5p_S5_1.fastq Relative Abundance (%)	5p_S5_1.fastq Variance	5p_S5_1.fastq RPKM	5p_S5_1.fastq TPM	5_S31_1.fastq Relative Abundance (%)	5_S31_1.fastq Variance	5_S31_1.fastq RPKM	5_S31_1.fastq TPM	6p_S6_1.fastq Relative Abundance (%)	6p_S6_1.fastq Variance	6p_S6_1.fastq RPKM	6p_S6_1.fastq TPM	6_S32_1.fastq Relative Abundance (%)	6_S32_1.fastq Variance	6_S32_1.fastq RPKM	6_S32_1.fastq TPM	7p_S7_1.fastq Relative Abundance (%)	7p_S7_1.fastq Variance	7p_S7_1.fastq RPKM	7p_S7_1.fastq TPM	7_S33_1.fastq Relative Abundance (%)	7_S33_1.fastq Variance	7_S33_1.fastq RPKM	7_S33_1.fastq TPM	8p_S8_1.fastq Relative Abundance (%)	8p_S8_1.fastq Variance	8p_S8_1.fastq RPKM	8p_S8_1.fastq TPM	8_S34_1.fastq Relative Abundance (%)	8_S34_1.fastq Variance	8_S34_1.fastq RPKM	8_S34_1.fastq TPM	9p_S9_1.fastq Relative Abundance (%)	9p_S9_1.fastq Variance	9p_S9_1.fastq RPKM	9p_S9_1.fastq TPM	9_S35_1.fastq Relative Abundance (%)	9_S35_1.fastq Variance	9_S35_1.fastq RPKM	9_S35_1.fastq TPM
23_S49_bin.1	0	0	0	0	NaN	0	0	0	0.8683833	14514.681	34.95838	49897.668	0.6379966	657.25836	25.746796	40512.59	NaN	0	0	0	0.7180456	3838.8918	55.381485	82648.98	0.59043485	452.23083	23.59202	38607.406	0	0	0	0	0.6650291	746.51575	19.817446	33552.395	0.42836758	480.03772	4.9049883	13202.02	0.85312504	10631.29	23.088781	38998.066	0.6007729	13.001728	7.810721	19168.209	0.6016281	3119.862	16.058144	27462.777	0.6850564	19.465092	7.7688274	19425.445	0.2935192	505.6977	12.730407	15001.366	0.029874772	11.175323	0.3219512	633.1675	0	0	0	0	0.023972452	15.568563	0.22098307	420.28577	0.37737012	875.3547	23.821943	36166.16	0.16962574	52.576454	7.931108	17517.594	0	0	0	0	0.12027707	4.2328258	1.2992717	2567.4446	1.7587212	4855.505	69.23481	112337.69	1.5776122	9.183138	25.352444	56954.62	2.072095	9013.43	92.349785	144209.1	1.4544647	0.48538697	25.12442	65879.01	1.5592948	1.5669086	104.38548	156617.34	1.2119093	27.695387	15.959349	35767.5	1.3342788	2271.96	63.30283	100288.086	1.1223321	800.5554	15.236713	37438.75	0.063010424	0.50976557	11.0570755	12676.048	0	0	0	0	0.06902481	394.6478	12.621155	14018.675	0.08175248	0.7190499	9.585737	13559.365	0.07773318	106.68505	11.994472	13831.258	0.22791679	445.82364	18.713867	25435.01	0	0	0	0	0.030389406	164.12164	2.455859	3864.124	0.18865062	1229.9148	19.593418	24017.158	0.052223213	0.91698813	4.5637126	6307.164	0.050686993	1821.2943	9.009285	9776.094	0	0	0	0	0.036266185	6.1959925	7.771669	8570.657	0.15993573	254.91855	7.5191708	11223.9375	1.0263245	9141.454	37.06955	54650.473	0.9200614	19.87183	24.38272	41798.55
15p_S15_bin.32	0	0	0	0	NaN	0	0	0	0.13784711	649.4825	5.8421454	8338.755	0.21279117	160.72652	8.773031	13804.369	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26833883	151.85854	8.082754	13684.695	0	0	0	0	0.27013782	1051.3613	8.966509	15144.869	0.17260851	2.9683447	2.480083	6086.345	0.14637019	320.95255	4.065721	6953.2314	0.22700068	4.0786114	2.6686225	6672.7153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01670362	30.0098	3.2968733	3801.743	0.05998411	130.4245	5.4807963	7449.242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03111138	59.318993	1.7473958	2608.3547	0.17201209	470.9187	6.435929	9488.291	0.15697317	2.8841884	4.444027	7618.2603
11p_S11_bin.24	0	0	0	0	NaN	0	0	0	0.13528277	408.6378	6.7171702	9587.721	0.03860113	28.890652	2.0091822	3161.449	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11409632	56.497837	3.7180288	6294.8965	0	0	0	0	0.10814218	353.63434	3.1905951	5389.07	0.04806419	0.72749776	0.7935445	1947.429	0.050841935	77.39872	1.6683428	2853.214	0.06880658	1.1339474	0.9451128	2363.1936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038359813	250.06464	8.431846	9365.487	0	0	0	0	0.06437635	80.65215	10.771772	12421.319	0.036427204	78.22119	5.58209	7586.913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08472966	294.67017	3.6639514	5401.6475	0.075437985	0.9849725	2.3709626	4064.471
16p_S16_bin.1	0	0	0	0	NaN	0	0	0	0.15850738	514.70636	6.4757147	9243.077	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09471177	38.80911	2.858663	4839.928	0	0	0	0	0.055035442	120.217705	1.5380377	2597.8203	0.038092762	0.72085327	0.52181166	1280.5725	0.16590716	198.2297	4.585508	7842.176	0.030772654	0.8051714	0.40945196	1023.8079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12526901	271.67722	4.6003184	6782.108	0	0	0	0
11p_S11_bin.40	0	0	0	0	NaN	0	0	0	0.14144738	4107.6	6.1040287	8712.553	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079669066	158.4421	2.6526327	4491.1016	0	0	0	0	0.07710843	1001.9026	2.3145187	3909.3354	0.14293915	38.854282	2.3320184	5722.9824	0.13048628	1101.4165	3.8244054	6540.5337	0.16674913	52.228382	2.2997591	5750.3975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0841881	1479.2345	3.4283109	5054.253	0.06946007	15.831589	2.4904616	4269.3237
23_S49_bin.7	0	0	0	0	NaN	0	0	0	0.005373247	56.574875	0.35029328	499.9895	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011647949	79.661415	0.38904014	657.1078	0.045702398	0.63164204	0.66865385	1640.936	0.018385606	41.734165	0.605316	1035.217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044030484	56.454056	0.3752594	713.7022	0	0	0	0	0.042955626	87.85508	2.0411842	4508.4043	0	0	0	0	0	0	0	0	0	0	0	0	1.3535151	6.5333576	22.19403	49859.22	0	0	0	0	3.13116	1.1674627	55.0226	144275.33	0	0	0	0	2.9062343	61.282818	38.73654	86814.914	0	0	0	0	2.4876688	1957.2122	34.181866	83989.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17p_S17_bin.4	0	0	0	0	NaN	0	0	0	0.019876676	1662.0846	1.280625	1827.8933	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037869867	2452.018	1.5514098	2620.4072	0	0	0	0	0.03923316	1645.0809	1.5701869	2685.3484	0	0	0	0	3.2078419	7196.383	142.26773	167646.67	0.43786794	189.66649	4.6837015	9211.232	4.2200317	39119.59	253.76314	387911.78	0.6966439	435.6759	6.5577044	12472.041	3.137928	7532.352	205.60394	312145.25	0.51921576	232.78217	25.287014	55851.94	0	0	0	0	0.521036	41.989826	6.199178	12249.971	1.6942847	3941.9275	71.75259	116422.95	0.22296892	1.4272105	4.5869846	10304.724	0.9039867	3113.5767	46.72079	72956.99	0	0	0	0	0	0	0	0	0.19944331	5.3447995	3.1438963	7045.984	0.6554453	847.3289	35.156464	55696.94	0.3942774	234.86307	6.3178377	15523.814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5_S31_bin.4	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3889527	3.8599124	43.80072	61957.668	0	0	0	0	0.3384438	733.1028	28.235912	38376.93	0	0	0	0	1.0513148	2008.0317	62.64576	98568.766	0	0	0	0	0.13876316	1.4699864	10.854555	15001.266	0	0	0	0	0.24990934	1651.5885	30.163277	36369.668	0	0	0	0	0.3224591	328.96317	14.78713	22072.893	0	0	0	0	0	0	0	0
170_merged	0	0	0	0	NaN	0	0	0	0.04184688	884.14087	2.5031326	3572.8325	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028735703	22.659319	1.1260514	1906.4867	0	0	0	0	0.018770993	231.54672	0.75986886	1283.4554	0	0	0	0	0.013297705	53.265415	0.5727629	979.5445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32258177	2.5228531	53.705875	61569.46	0.29483607	0.5454169	72.790924	77498.44	0.24568698	1545.1105	44.319073	49226.44	0.21154732	1.9739437	25.030403	35406.395	0.25259385	354.25833	38.683468	44607.29	0.29754224	654.06036	25.619537	34820.875	0.6020451	19815.678	223.9049	218717.67	0.60046417	1457.8463	36.594604	57579.07	0.9987094	8123.9834	100.43525	123111.21	1.0168316	13.557543	76.71507	106022.15	1.1273242	43206.867	176.11646	191106.27	1.2946954	8945.727	147.32901	177643.42	0.6740925	49.253498	119.01325	131248.73	0.9391424	1506.3798	43.06813	64288.207	0.045649726	500.74213	2.4592745	3625.6301	0	0	0	0
9_S35_bin.2	0	0	0	0	NaN	0	0	0	1.2353287	16162.77	51.802097	73939.46	1.6814706	2345.676	69.914215	110010.02	NaN	0	0	0	1.1450477	6741.5327	93.84331	140047.75	0.8072835	764.8857	36.092678	59064.234	0	0	0	0	0.65206844	943.6378	21.248106	35974.598	0.90148854	1677.4203	11.395027	30670.291	0.6650621	9112.878	19.19327	32418.367	0.83898264	42.112858	12.413268	30463.277	0.6314401	3899.1519	18.789202	32133.453	0.9306209	56.231483	11.885673	29719.352	0.21596077	280.0787	9.964105	11741.588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4661113	4472.288	118.81716	130696.33	0.08732153	3.044118	0.9501447	1877.547	0.40146264	926.0087	17.233952	27963.133	0	0	0	0	0.2747424	1135.2885	13.921551	21739.244	0	0	0	0	0	0	0	0	0.12747213	4.0848293	2.1031096	4713.412	0.45327118	668.46466	23.050615	36518.14	0.13587856	127.73699	2.2613761	5556.5195	0.52511925	4.425546	85.35545	97853.17	0.4600617	0.8796849	110.36339	117500.79	0.4486703	2792.3967	79.30266	88083.69	0.57152796	5.3170037	63.423214	89714.375	0.6091686	1085.003	89.24117	102907.195	0.7849578	2056.081	65.16977	88575.695	0	0	0	0	0.39727575	972.5135	24.497814	38545.62	0.46868822	3770.495	49.181053	60285.004	0.4428101	6.5287	34.554783	47755.56	0.38112196	13304.747	61.453884	66684.41	0.31436858	2339.9404	38.163166	46015.617	0.30756244	23.152382	55.687744	61412.87	0.6870906	1341.6919	31.806482	47477.836	1.3248974	8073.974	49.726665	73310.46	2.8324113	64.73119	77.279686	132478.22
9_S35_bin.3	0	0	0	0	NaN	0	0	0	1.0290227	14687.134	40.714508	58113.645	0.7744003	742.8974	30.85603	48551.957	NaN	0	0	0	0.6351754	3154.403	49.218624	73451.78	0.60172427	585.8711	29.150415	47703.484	0	0	0	0	0.5644118	1001.90466	17.085411	28926.854	0.41440132	585.63293	4.844438	13039.051	0.71456087	16926.938	19.51028	32953.81	0.4938772	14.882791	6.4937124	15936.153	0.5262948	4587.0034	14.301386	24458.357	0.57633334	23.652437	6.5975347	16496.703	0.2567742	415.94073	11.138428	13125.397	0.027807292	9.608798	0.30011538	590.22363	0	0	0	0	0.024807727	14.279403	0.22828577	434.17453	0	0	0	0	0.17292982	49.132214	8.097799	17885.771	0	0	0	0	0.13197088	2.4813218	1.404195	2774.779	1.126469	3440.538	44.236897	71777.06	1.1363715	11.796198	18.43609	41416.938	1.295698	5717.189	57.871605	90369.57	0	0	0	0	1.2041976	1.2491043	81.07337	121640.43	0.66646314	32.024265	8.991654	20151.762	0.92023706	2268.4912	44.118332	69894.85	0.839081	1008.98334	11.487308	28225.938	0.08993476	0.66615677	14.915842	17099.818	0	0	0	0	0.09024615	500.54626	23.903864	26550.697	0.11206356	0.8539877	12.865049	18198.07	0.106082104	118.65708	15.750878	18162.9	0.27170336	527.0885	21.873714	29729.732	0	0	0	0	0.039986435	153.71652	2.974442	4680.0786	0.16837904	1410.9326	17.581089	21550.494	0.06563619	0.880249	5.538653	7654.5566	0.054590657	1629.4708	9.884345	10725.631	0	0	0	0	0.046754833	3.536433	9.481781	10456.583	0.20515752	286.38803	9.341702	13944.452	1.246255	10209.416	44.330612	65355.227	1.4436605	20.111387	38.301334	65658.805
18_S44_bin.9	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01116051	21.369627	0.39340737	672.8087	0	0	0	0	0	0	0	0	0.8610975	436.3329	8.263593	16251.645	0	0	0	0	2.7106302	2277.6787	22.459255	42715.05	0	0	0	0	0	0	0	0	0	0	0	0	0.05139049	5.520019	0.56405914	1114.617	0	0	0	0	0.106064916	0.5206355	1.7649109	3964.8972	0	0	0	0	0	0	0	0	0	0	0	0	0.13294093	1.2230505	1.8241802	4088.286	0	0	0	0	0.17934608	122.2555	2.5337057	6225.672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166_merged	0	0	0	0	NaN	0	0	0	0.7710091	23703.97	33.311184	47546.55	0.39032316	567.3555	16.703182	26282.457	NaN	0	0	0	0.6839267	4311.8223	56.44603	84237.63	0.98029983	1141.7333	41.04443	67167.56	0	0	0	0	1.4332451	4647.2983	45.16132	76461.43	0.6727573	1166.7754	8.125464	21870.094	1.7301942	58841.273	48.846657	82504.37	1.0638217	47.67484	14.654727	35964.02	1.5796022	22936.072	44.462307	76039.83	1.0816005	63.954388	13.083361	32714.096	0.05879591	189.7559	2.949971	3476.213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097997665	78.27906	4.9788623	10996.911	0	0	0	0	0.08813499	12.143317	1.0141664	2004.0581	0.5367641	1629.5691	22.901989	37159.875	1.882691	14.766705	31.607094	71005.8	0.6496084	3441.9292	31.66198	49441.85	0	0	0	0	0.77862227	0.81931186	54.93846	82428.3	0.9729548	31.303694	13.655317	30603.799	0.51633036	1025.0238	26.192717	41496.05	1.400785	1440.171	19.876158	48838.51	0.06390234	0.5338437	11.73567	13454.006	0	0	0	0	0.05389679	374.42538	10.551483	11719.828	0.11623717	1.3075063	14.406198	20378.082	0.08146232	168.42703	13.258274	15288.585	0.26103404	759.5184	22.80815	30999.768	0	0	0	0	0.11683694	622.20013	8.138525	12805.407	0.23853011	2214.457	25.77794	31598.002	0.09317537	1.6928315	7.972983	11018.862	0.048727073	1814.366	8.803801	9553.119	0	0	0	0	0.056511022	6.145996	11.511596	12695.078	0.16357286	500.24304	8.287483	12370.806	1.0978696	16589.87	42.149345	62139.453	0.65890115	20.973083	18.911861	32420.027
8p_S8_bin.5	0	0	0	0	NaN	0	0	0	0.0073704836	17.299263	0.3942173	562.68396	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33901548	3089.301	84.49669	92944.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5718818	4.601847	91.86779	105319.016	0.5436411	1.0612087	130.43501	138870.48	0.5628543	3964.8142	95.544235	106123.664	0.47891024	4.272752	52.77067	74646	0.5178829	940.27405	74.56915	85988.375	0.4701888	1213.458	38.49238	52317.047	0.603736	20290.498	216.77466	211752.63	0.73147553	1721.4896	43.32306	68165.836	0.96116424	7799.0405	94.750656	116143.16	1.178638	19.248802	87.23208	120556.89	0.8634489	34637.848	134.48146	145927.58	0.5138653	3625.98	60.588573	73055.266	0.7775289	58.756596	134.41756	148236.69	1.0747808	2115.8845	48.228622	71991.31	0	0	0	0	0	0	0	0
