Genome	10p_S10_1.fastq Relative Abundance (%)	10p_S10_1.fastq Variance	10p_S10_1.fastq RPKM	10p_S10_1.fastq TPM	10_S36_1.fastq Relative Abundance (%)	10_S36_1.fastq Variance	10_S36_1.fastq RPKM	10_S36_1.fastq TPM	11p_S11_1.fastq Relative Abundance (%)	11p_S11_1.fastq Variance	11p_S11_1.fastq RPKM	11p_S11_1.fastq TPM	11_S37_1.fastq Relative Abundance (%)	11_S37_1.fastq Variance	11_S37_1.fastq RPKM	11_S37_1.fastq TPM	12p_S12_1.fastq Relative Abundance (%)	12p_S12_1.fastq Variance	12p_S12_1.fastq RPKM	12p_S12_1.fastq TPM	12_S38_1.fastq Relative Abundance (%)	12_S38_1.fastq Variance	12_S38_1.fastq RPKM	12_S38_1.fastq TPM	13p_S13_1.fastq Relative Abundance (%)	13p_S13_1.fastq Variance	13p_S13_1.fastq RPKM	13p_S13_1.fastq TPM	13_S39_1.fastq Relative Abundance (%)	13_S39_1.fastq Variance	13_S39_1.fastq RPKM	13_S39_1.fastq TPM	14p_S14_1.fastq Relative Abundance (%)	14p_S14_1.fastq Variance	14p_S14_1.fastq RPKM	14p_S14_1.fastq TPM	14_S40_1.fastq Relative Abundance (%)	14_S40_1.fastq Variance	14_S40_1.fastq RPKM	14_S40_1.fastq TPM	15p_S15_1.fastq Relative Abundance (%)	15p_S15_1.fastq Variance	15p_S15_1.fastq RPKM	15p_S15_1.fastq TPM	15_S41_1.fastq Relative Abundance (%)	15_S41_1.fastq Variance	15_S41_1.fastq RPKM	15_S41_1.fastq TPM	16p_S16_1.fastq Relative Abundance (%)	16p_S16_1.fastq Variance	16p_S16_1.fastq RPKM	16p_S16_1.fastq TPM	16_S42_1.fastq Relative Abundance (%)	16_S42_1.fastq Variance	16_S42_1.fastq RPKM	16_S42_1.fastq TPM	17p_S17_1.fastq Relative Abundance (%)	17p_S17_1.fastq Variance	17p_S17_1.fastq RPKM	17p_S17_1.fastq TPM	17_S43_1.fastq Relative Abundance (%)	17_S43_1.fastq Variance	17_S43_1.fastq RPKM	17_S43_1.fastq TPM	18p_S18_1.fastq Relative Abundance (%)	18p_S18_1.fastq Variance	18p_S18_1.fastq RPKM	18p_S18_1.fastq TPM	18_S44_1.fastq Relative Abundance (%)	18_S44_1.fastq Variance	18_S44_1.fastq RPKM	18_S44_1.fastq TPM	19p_S19_1.fastq Relative Abundance (%)	19p_S19_1.fastq Variance	19p_S19_1.fastq RPKM	19p_S19_1.fastq TPM	19_S45_1.fastq Relative Abundance (%)	19_S45_1.fastq Variance	19_S45_1.fastq RPKM	19_S45_1.fastq TPM	1p_S1_1.fastq Relative Abundance (%)	1p_S1_1.fastq Variance	1p_S1_1.fastq RPKM	1p_S1_1.fastq TPM	20_S46_1.fastq Relative Abundance (%)	20_S46_1.fastq Variance	20_S46_1.fastq RPKM	20_S46_1.fastq TPM	21p_S21_1.fastq Relative Abundance (%)	21p_S21_1.fastq Variance	21p_S21_1.fastq RPKM	21p_S21_1.fastq TPM	21_S47_1.fastq Relative Abundance (%)	21_S47_1.fastq Variance	21_S47_1.fastq RPKM	21_S47_1.fastq TPM	22p_S22_1.fastq Relative Abundance (%)	22p_S22_1.fastq Variance	22p_S22_1.fastq RPKM	22p_S22_1.fastq TPM	22_S48_1.fastq Relative Abundance (%)	22_S48_1.fastq Variance	22_S48_1.fastq RPKM	22_S48_1.fastq TPM	23p_S23_1.fastq Relative Abundance (%)	23p_S23_1.fastq Variance	23p_S23_1.fastq RPKM	23p_S23_1.fastq TPM	23_S49_1.fastq Relative Abundance (%)	23_S49_1.fastq Variance	23_S49_1.fastq RPKM	23_S49_1.fastq TPM	24p_S24_1.fastq Relative Abundance (%)	24p_S24_1.fastq Variance	24p_S24_1.fastq RPKM	24p_S24_1.fastq TPM	24_S50_1.fastq Relative Abundance (%)	24_S50_1.fastq Variance	24_S50_1.fastq RPKM	24_S50_1.fastq TPM	2p_S2_1.fastq Relative Abundance (%)	2p_S2_1.fastq Variance	2p_S2_1.fastq RPKM	2p_S2_1.fastq TPM	2_S28_1.fastq Relative Abundance (%)	2_S28_1.fastq Variance	2_S28_1.fastq RPKM	2_S28_1.fastq TPM	3p_S3_1.fastq Relative Abundance (%)	3p_S3_1.fastq Variance	3p_S3_1.fastq RPKM	3p_S3_1.fastq TPM	3_S29_1.fastq Relative Abundance (%)	3_S29_1.fastq Variance	3_S29_1.fastq RPKM	3_S29_1.fastq TPM	4p_S4_1.fastq Relative Abundance (%)	4p_S4_1.fastq Variance	4p_S4_1.fastq RPKM	4p_S4_1.fastq TPM	4_S30_1.fastq Relative Abundance (%)	4_S30_1.fastq Variance	4_S30_1.fastq RPKM	4_S30_1.fastq TPM	5p_S5_1.fastq Relative Abundance (%)	5p_S5_1.fastq Variance	5p_S5_1.fastq RPKM	5p_S5_1.fastq TPM	5_S31_1.fastq Relative Abundance (%)	5_S31_1.fastq Variance	5_S31_1.fastq RPKM	5_S31_1.fastq TPM	6p_S6_1.fastq Relative Abundance (%)	6p_S6_1.fastq Variance	6p_S6_1.fastq RPKM	6p_S6_1.fastq TPM	6_S32_1.fastq Relative Abundance (%)	6_S32_1.fastq Variance	6_S32_1.fastq RPKM	6_S32_1.fastq TPM	7p_S7_1.fastq Relative Abundance (%)	7p_S7_1.fastq Variance	7p_S7_1.fastq RPKM	7p_S7_1.fastq TPM	7_S33_1.fastq Relative Abundance (%)	7_S33_1.fastq Variance	7_S33_1.fastq RPKM	7_S33_1.fastq TPM	8p_S8_1.fastq Relative Abundance (%)	8p_S8_1.fastq Variance	8p_S8_1.fastq RPKM	8p_S8_1.fastq TPM	8_S34_1.fastq Relative Abundance (%)	8_S34_1.fastq Variance	8_S34_1.fastq RPKM	8_S34_1.fastq TPM	9p_S9_1.fastq Relative Abundance (%)	9p_S9_1.fastq Variance	9p_S9_1.fastq RPKM	9p_S9_1.fastq TPM	9_S35_1.fastq Relative Abundance (%)	9_S35_1.fastq Variance	9_S35_1.fastq RPKM	9_S35_1.fastq TPM
SRR1586297rbin.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1475571	0.61216384	5.70926	10669.992	0	0	0	0	0.09982128	306.00464	2.477983	5042.0635	0	0	0	0	0.045533065	22.144182	0.8764002	1931.5435	0.12584	150.85051	2.300392	5073.711	0	0	0	0	0.15101063	145.66728	2.098772	4955.4033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09532615	1.8611418	1.9112746	4137.5347	0.027413724	21.652765	0.39647114	849.21515	0	0	0	0	0	0	0	0
SRR10489839bin.8	0	0	0	0	0	0	0	0	0.2741195	516.1802	2.6957612	6025.425	0.22022197	120.85302	3.1239777	6969.716	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07732797	21.745678	0.7128648	1701.6421	0	0	0	0	0.10151415	147.5486	0.8473123	2013.128	0.0825453	0.7226921	0.60214645	1754.6738	0.060279798	25.16045	0.53697884	1272.0468	0.084546074	0.95464045	0.5810014	1672.2198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048241522	134.00633	1.4756684	3002.6086	0	0	0	0	0.05211636	27.579481	1.1538825	2543.1013	0.10390695	112.73893	2.0587113	4540.6646	0	0	0	0	0.05461806	72.989586	0.9813931	2317.1636	0	0	0	0	0.06622073	0.5857361	1.7105577	3507.6091	0.06897344	1241.2408	2.2586052	4345.2417	0	0	0	0	0.06337677	2.2703726	1.5775865	3415.166	0.100048624	98.411736	1.5851101	3395.2007	0.34348044	558.6931	3.3620312	7483.8413	0.32389486	2.6923933	3.2751694	7775.1914
SRR5664280rbin.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16p_S16_bin.13	0	0	0	0	0	0	0	0	0.043647524	48.717964	0.45025367	1006.38354	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18707716	59.140812	1.7676662	4219.5044	0	0	0	0	0.21327037	345.0161	1.8639612	4428.582	0.2892415	2.9534292	2.145547	6252.1904	0.37202364	234.05415	3.3256543	7878.1265	0.28750166	3.6799881	1.9889151	5724.4316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11781199	1.6848917	1.1466169	2677.6868	0	0	0	0	0.14674704	105.998825	1.4582751	3707.5376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06576849	80.14388	0.661261	1471.9591	0	0	0	0
SRR10489833bin.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025337547	944.3371	0.28116652	666.05396	0	0	0	0	0.17640655	605.6791	2.553692	4127.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072950095	397.00726	1.655107	3475.1091	0	0	0	0	0.10397474	19.62091	1.0551728	2126.6167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3989257rbin.5	0	0	0	0	0	0	0	0	0.058036238	439.49817	0.581927	1300.6926	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018912638	18.04021	0.17754903	423.81808	0	0	0	0	0.016066581	103.67107	0.14050625	333.8286	0	0	0	0	0.015056057	85.09112	0.14250596	337.58173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040499337	164.2593	0.4037638	898.7734	0	0	0	0
SRR8881005rbin.27	0	0	0	0	0	0	0	0	0.032524675	162.82503	0.38559884	861.8705	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03863131	21.447676	0.42362982	1011.2247	0	0	0	0	0.03906814	215.59328	0.38889074	923.96497	0	0	0	0	0.036504034	84.15119	0.38820294	919.6121	0.044184983	1.0758934	0.37175387	1069.9701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018199172	9.009305	0.41124994	906.3747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015899986	12.260596	0.27137274	581.26263	0.033113692	88.9948	0.39256737	873.8502	0	0	0	0
S213bin.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10168145	149.3705	1.4949759	3529.7837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017756322	13.5203	0.26802388	574.08954	0	0	0	0	0	0	0	0
SRR6152564rbin.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5664280rbin.3	0	0	0	0	0	0	0	0	0.19355246	285.59445	1.8609303	4159.4546	0.11937601	64.42674	1.6463722	3673.12	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026113667	8.640334	0.24491127	584.6149	0	0	0	0	0.04011298	82.333855	0.33867872	804.66626	0	0	0	0	0.024268702	14.571492	0.21604593	511.79022	0.035316586	0.38339996	0.23757365	683.7768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02862468	12.839355	0.6222772	1371.4685	0.047536824	51.483055	0.9480113	2090.9197	0	0	0	0	0.018217942	21.358362	0.31927225	753.83276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022435067	0.5810631	0.56799877	1229.6063	0.033533204	28.087206	0.5392805	1155.1031	0.22366585	311.70566	2.137443	4757.9224	0.107875206	0.781962	1.0704105	2541.1338
23_S49_bin.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13149719	1.8477036	1.0736308	3128.5947	0	0	0	0	0.06966259	1.1979197	0.56282145	1619.8949	0	0	0	0	0	0	0	0	0	0	0	0	0.036901005	27.859247	0.27989447	568.9653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16617216	0.6837845	1.6782103	3754.403	0	0	0	0	0	0	0	0	0	0	0	0	1.2811005	13.10982	11.296255	26380.066	0	0	0	0	0.4692339	276.38602	4.1912236	10655.822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18_S44_bin.4	0	0	0	0	0	0	0	0	0.024553772	42.569016	0.26345533	588.86163	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005882641	9.3381	0.056016974	133.0906	0	0	0	0	0.0052854195	3.7668781	0.053430956	126.572266	0	0	0	0	0.02333051	18.158686	0.31042466	501.6908	8.466351	10047.258	68.58922	139440.06	0	0	0	0	10.914239	18738.896	73.8997	150222.14	0	0	0	0	0.017907348	3.901739	0.30302745	636.24475	0	0	0	0	2.9127474	493.28476	23.099976	46556.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09025351	1.6651614	0.90457714	2112.4531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016756149	20.91069	0.18482342	411.41467	0	0	0	0
SRR1586324rbin.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041357987	50.479343	0.59022105	1393.569	0	0	0	0	0	0	0	0	0.1178864	2158.387	3.0505407	5868.815	0	0	0	0	0.082938746	2.0170357	1.6318814	3532.7034	0.056523833	56.495213	0.77576303	1661.6339	0	0	0	0	0	0	0	0
165_merged	0	0	0	0	0	0	0	0	0.29694822	510.88867	2.9638083	6624.549	0.0770752	56.802917	1.1291156	2519.1006	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120332375	38.860836	1.1625614	2775.09	0	0	0	0	0.07426225	89.89646	0.6841896	1625.5651	0.050972186	0.50590867	0.3760745	1095.8933	0.27212894	164.42921	2.5024757	5928.1045	0.10500266	1.3316777	0.737573	2122.859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024824422	10.998873	0.49789312	1097.3324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17913239	227.68173	1.8146566	4039.4058	0.06098644	0.47758114	0.6468365	1535.5779
SRR10489834bin.32	0	0	0	0	0	0	0	0	0.12886243	224.14001	1.2095988	2703.6316	0.124864675	75.55494	1.6877022	3765.3286	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018000692	4.9183235	0.16357405	390.45923	0	0	0	0	0.020452177	28.465387	0.17129712	406.98447	0.035747956	0.31709808	0.25127944	732.2361	0.022226924	8.396388	0.19219969	455.30093	0.03592635	0.37867266	0.2358237	678.74036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043363202	47.35974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08231433	108.63268	0.7726931	1720.0051	0.070324294	0.52980715	0.6838264	1623.3907
SRR12060215bin.5	0	0	0	0	0	0	0	0	0.02034251	79.224434	0.2512923	561.67523	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026758004	14.766209	0.30455434	726.98584	0	0	0	0	0.026887648	148.94753	0.2788027	662.40686	0	0	0	0	0.023848847	46.870556	0.264274	626.03735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020707905	51.95405	0.25269136	562.48785	0	0	0	0
SRR1586320rbin.5	0	0	0	0	0	0	0	0	0.03073043	275.31415	0.33192417	741.89935	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020022398	78.49645	0.21632685	481.54095	0	0	0	0
SRR8554504rbin.36	0	0	0	0	0	0	0	0	0.0072431695	36.478313	0.09125574	203.9702	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5665213rbin.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08084419	373.98593	2.1726472	4420.7837	0	0	0	0	0.08007161	109.879105	1.5732952	3467.4653	0.059826493	101.976074	1.2020199	2651.1577	0	0	0	0	0.07916133	222.44096	1.2096775	2856.1653	0	0	0	0	0.08071869	1.203907	1.8280109	3748.455	0.06888471	1714.6266	1.9756176	3800.813	0	0	0	0	0.090298645	7.0833483	1.9387755	4197.068	0.0851703	231.36642	1.2670382	2713.913	0	0	0	0	0	0	0	0
GCA_003169655.1_20110800_P1M_genomic	0	0	0	0	0	0	0	0	0.014644984	54.62491	0.17400697	388.93124	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3989258rbin.34	0	0	0	0	0	0	0	0	0.020477545	117.24636	0.2461918	550.27484	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024827367	174.29993	0.23891418	567.6358	0	0	0	0	0.021258619	81.631615	0.21283849	504.19214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024502004	76.7838	0.2925969	651.3174	0	0	0	0
SRR3985395rbin.20	0	0	0	0	0	0	0	0	0.19543317	352.0545	1.8735855	4187.742	0.16322422	80.97823	2.267433	5058.7305	NaN	0	0	0	0	0	0	0	0.5290939	293.11725	7.8039827	17999.656	0	0	0	0	0.34653357	119.27236	3.1223843	7453.282	0	0	0	0	0.3801055	972.65216	3.2194605	7649.1094	0.1518332	1.4675456	1.0804232	3148.388	0.34776133	345.4091	3.0147023	7141.5127	0.18955153	2.3866723	1.2669973	3646.6306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03347272	0.4423067	0.31323123	731.4868	0.15075636	180.65703	2.0109408	3687.1218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05209078	49.876987	0.9408136	2075.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020593068	12.04621	0.28258094	605.2698	0.25793472	417.6086	2.4720745	5502.809	0.16469678	1.2400872	1.6350164	3881.4978
SRR10489814bin.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026303928	14.625	0.5833534	1285.6825	0	0	0	0	0	0	0	0	0.029338168	27.660934	0.44801283	1057.8015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030693946	0.63227415	0.67545027	1462.2169	0	0	0	0	0	0	0	0	0	0	0	0
